sample_date,species_name,larger_group,density,avg_length,individuals_measured,ug_m2,ug_m3,ug_L
2007-09-05,diaptomus spp,COPEPODA,7781,1.1102891156462584,NA,28761.88635886409,9587.295452954697,9.587295452954697
2007-10-31,diaptomus spp,COPEPODA,14854,1.1102891156462584,NA,54906.70350527788,18302.234501759292,18.302234501759294
2008-02-18,diaptomus spp,COPEPODA,25465,1.1102891156462584,NA,94129.47386306054,31376.491287686847,31.376491287686846
2008-04-15,diaptomus spp,COPEPODA,7781,1.1102891156462584,NA,28761.88635886409,9587.295452954697,9.587295452954697
2008-07-09,diaptomus spp,COPEPODA,24050,1.1102891156462584,NA,88899.03186360125,29633.010621200418,29.633010621200416
2008-08-06,diaptomus spp,COPEPODA,32538,1.1102891156462584,NA,120274.29100947433,40091.430336491445,40.09143033649144
2008-09-08,diaptomus spp,COPEPODA,7781,1.1102891156462584,NA,28761.88635886409,9587.295452954697,9.587295452954697
2008-11-03,diaptomus spp,COPEPODA,24758,1.255144557823129,NA,101568.84073241212,33856.28024413737,33.85628024413737
2009-02-16,diaptomus spp,COPEPODA,47393,1.34,66,278228.2298339356,92742.74327797854,92.74274327797855
2009-04-13,diaptomus spp,COPEPODA,27587,1.26,38,139195.5027465761,46398.500915525365,46.39850091552537
2009-06-11,diaptomus spp,COPEPODA,200889,1.2,96,898982.4432766561,299660.81442555203,299.660814425552
2009-07-07,diaptomus spp,COPEPODA,52344,1.13,65,202045.44609281098,67348.482030937,67.34848203093699
2009-08-03,diaptomus spp,COPEPODA,11318,0.86,16,22317.475553136388,7439.15851771213,7.43915851771213
2009-08-31,diaptomus spp,COPEPODA,100444,1.05,92,323637.51894313603,107879.17298104534,107.87917298104534
2009-11-04,diaptomus spp,COPEPODA,40319,1.28,57,211473.26254439037,70491.08751479679,70.49108751479679
2010-02-05,diaptomus spp,COPEPODA,2829,1.36,3,17224.548633141916,5741.516211047306,5.741516211047306
2010-04-14,diaptomus spp,COPEPODA,35368,1.3,50,192717.13764602965,64239.04588200988,64.23904588200988
2010-06-10,diaptomus spp,COPEPODA,77102,1.27,91,396672.40130830946,132224.13376943648,132.2241337694365
2010-07-07,diaptomus spp,COPEPODA,5659,1.1102891156462584,NA,20918.07157239582,6972.69052413194,6.97269052413194
2010-08-05,diaptomus spp,COPEPODA,4951,1.1102891156462584,NA,18301.002359945523,6100.3341199818415,6.1003341199818415
2010-08-31,diaptomus spp,COPEPODA,2122,1.1102891156462584,NA,7843.814786468269,2614.6049288227564,2.6146049288227564
2010-11-10,diaptomus spp,COPEPODA,3537,1.37,3,21926.880163762286,7308.960054587428,7.308960054587428
2011-01-27,diaptomus spp,COPEPODA,4951,1.47,7,36500.83149483985,12166.943831613282,12.166943831613281
2011-05-18,diaptomus spp,COPEPODA,2829,0.64,4,2696.7759813302605,898.9253271100869,0.8989253271100869
2011-06-15,diaptomus spp,COPEPODA,36075,1.24,51,174997.91458631153,58332.638195437175,58.33263819543718
2011-07-13,diaptomus spp,COPEPODA,161984,1.26,93,817321.3584986182,272440.45283287275,272.4404528328727
2011-08-10,diaptomus spp,COPEPODA,511418,1.11,92,1889207.7799223259,629735.9266407753,629.7359266407752
2011-09-15,diaptomus spp,COPEPODA,410266,1.21,93,1873815.064708969,624605.0215696563,624.6050215696563
2011-11-01,diaptomus spp,COPEPODA,192401,1.33,90,1108897.8712957015,369632.62376523385,369.63262376523386
2012-04-18,diaptomus spp,COPEPODA,244745,1.27,93,1259157.8280485875,419719.2760161958,419.7192760161958
2012-06-13,diaptomus spp,COPEPODA,280113,1.23,93,1332014.7286116562,444004.90953721874,444.00490953721874
2012-07-12,diaptomus spp,COPEPODA,414510,1.04,96,1304506.4027655066,434835.4675885022,434.83546758850224
2012-08-08,diaptomus spp,COPEPODA,1364488,1.07,95,4605353.819982942,1535117.939994314,1535.117939994314
2012-09-05,diaptomus spp,COPEPODA,483124,1.1,93,1745395.3149277123,581798.4383092375,581.7984383092374
2012-10-30,diaptomus spp,COPEPODA,84883,1.32,89,480221.69814765087,160073.8993825503,160.0738993825503
2013-02-25,diaptomus spp,COPEPODA,43149,1.41,61,287117.021701122,95705.673900374,95.705673900374
2013-04-30,diaptomus spp,COPEPODA,35368,1.01,49,103573.8856575373,34524.62855251243,34.52462855251243
2013-06-12,diaptomus spp,COPEPODA,360751,0.77,94,541980.8174027674,180660.27246758912,180.66027246758912
2013-07-10,diaptomus spp,COPEPODA,171180,1.13,96,660746.9712319919,220248.99041066397,220.24899041066396
2013-08-08,diaptomus spp,COPEPODA,707,0.73,1,931.5428520670824,310.5142840223608,0.3105142840223608
2013-09-09,diaptomus spp,COPEPODA,707,0.98,1,1922.4043833816154,640.8014611272051,0.6408014611272052
2013-10-31,diaptomus spp,COPEPODA,707,1.06,1,2331.7448723937023,777.2482907979007,0.7772482907979007
2014-06-12,diaptomus spp,COPEPODA,14854,0.91,21,33658.47482154172,11219.491607180573,11.219491607180572
2014-07-10,diaptomus spp,COPEPODA,8488,0.88,12,17710.95307668242,5903.651025560807,5.903651025560808
2014-08-06,diaptomus spp,COPEPODA,3537,1.01,5,10357.974258389206,3452.6580861297352,3.4526580861297353
2014-09-08,diaptomus spp,COPEPODA,707,0.74,1,963.2491454310831,321.0830484770277,0.32108304847702773
2014-11-03,diaptomus spp,COPEPODA,707,0.91,1,1602.0291974437857,534.009732481262,0.5340097324812619
2015-06-11,diaptomus spp,COPEPODA,4244,0.85,6,8131.2089339880695,2710.4029779960233,2.7104029779960235
2015-07-10,diaptomus spp,COPEPODA,6366,0.86,9,12552.840552329584,4184.280184109862,4.184280184109862
2015-08-05,diaptomus spp,COPEPODA,1415,1.04,2,4453.153265091776,1484.3844216972586,1.4843844216972586
2015-11-09,diaptomus spp,COPEPODA,18391,1.38,26,116069.22509344958,38689.74169781653,38.68974169781653
2016-02-05,diaptomus spp,COPEPODA,3537,1.1102891156462584,NA,13074.256785927553,4358.085595309184,4.358085595309184
2016-03-30,diaptomus spp,COPEPODA,2829,1.1102891156462584,NA,10457.187573477253,3485.729191159084,3.485729191159084
2016-04-27,diaptomus spp,COPEPODA,707,1.1102891156462584,NA,2613.3727870089847,871.1242623363282,0.8711242623363282
2016-06-09,diaptomus spp,COPEPODA,2122,1.1102891156462584,NA,7843.814786468269,2614.6049288227564,2.6146049288227564
2016-07-07,diaptomus spp,COPEPODA,2829,1.1102891156462584,NA,10457.187573477253,3485.729191159084,3.485729191159084
2016-08-03,diaptomus spp,COPEPODA,4244,1.1102891156462584,NA,15687.629572936537,5229.209857645513,5.229209857645513
2016-09-08,diaptomus spp,COPEPODA,4244,1.1102891156462584,NA,15687.629572936537,5229.209857645513,5.229209857645513
2016-11-01,diaptomus spp,COPEPODA,6366,1.1102891156462584,NA,23531.444359404806,7843.814786468269,7.843814786468268
2017-02-16,diaptomus spp,COPEPODA,707,1.1102891156462584,NA,2613.3727870089847,871.1242623363282,0.8711242623363282
2017-06-14,diaptomus spp,COPEPODA,9196,1.1102891156462584,NA,33992.32835832337,11330.776119441123,11.330776119441124
2017-07-12,diaptomus spp,COPEPODA,17684,1.1102891156462584,NA,65367.58750419645,21789.19583473215,21.789195834732148
2017-08-09,diaptomus spp,COPEPODA,8488,1.1102891156462584,NA,31375.259145873075,10458.419715291026,10.458419715291026
2017-09-08,diaptomus spp,COPEPODA,2122,1.1102891156462584,NA,7843.814786468269,2614.6049288227564,2.6146049288227564
2017-10-31,diaptomus spp,COPEPODA,707,1.1102891156462584,NA,2613.3727870089847,871.1242623363282,0.8711242623363282
2018-02-26,diaptomus spp,COPEPODA,707,1.1102891156462584,NA,2613.3727870089847,871.1242623363282,0.8711242623363282
2018-04-26,diaptomus spp,COPEPODA,707,1.1102891156462584,NA,2613.3727870089847,871.1242623363282,0.8711242623363282
2018-06-14,diaptomus spp,COPEPODA,1415,1.1102891156462584,NA,5230.441999459284,1743.480666486428,1.743480666486428
2018-07-13,diaptomus spp,COPEPODA,707,1.1102891156462584,NA,2613.3727870089847,871.1242623363282,0.8711242623363282
2018-09-06,diaptomus spp,COPEPODA,707,1.1102891156462584,NA,2613.3727870089847,871.1242623363282,0.8711242623363282
2018-11-01,diaptomus spp,COPEPODA,2122,1.1102891156462584,NA,7843.814786468269,2614.6049288227564,2.6146049288227564
